host_time_s,t_ms,ax1,ay1,az1,gx1,gy1,gz1,yaw1,pitch1,roll1,ax2,ay2,az2,gx2,gy2,gz2,yaw2,pitch2,roll2,emg1,emg2
1771525588.077753,465719,0.26,0.09,-0.09,-126.87,-82.62,66.19,1.25,-1.37,0.56,-0.06,0.04,-0.14,101.69,77.37,23.25,0.13,-0.13,0.31,11,14
1771525588.268972,465910,0.24,-0.02,-0.04,-126.81,-82.62,66.31,0.62,0.44,0.00,-0.05,0.08,-0.17,101.62,77.37,23.25,0.44,0.31,-0.06,11,15
1771525588.459760,466101,0.30,0.17,-0.12,-127.06,-82.56,66.12,-0.44,0.13,-1.06,-0.10,0.10,-0.20,101.25,77.44,23.25,1.37,-1.94,0.06,10,14
1771525588.650297,466291,0.23,0.14,-0.06,-127.00,-82.62,66.25,-1.56,0.31,-0.06,-0.06,0.09,-0.17,101.62,77.44,23.25,0.25,0.56,-0.44,10,15
1771525588.841099,466482,0.25,0.13,-0.08,-127.06,-82.50,66.12,-0.69,0.31,1.12,-0.06,0.07,-0.11,102.00,77.44,23.25,0.94,0.19,-0.06,10,15
1771525589.030771,466672,0.25,0.01,-0.05,-127.25,-82.37,66.00,1.12,-0.06,0.06,-0.09,0.01,-0.11,102.06,77.44,23.25,-0.06,0.25,0.06,10,15
1771525589.222325,466863,0.23,-0.01,-0.03,-127.31,-82.37,66.06,-0.69,0.44,0.50,-0.06,0.03,-0.13,102.31,77.44,23.25,0.25,0.00,0.00,10,16
1771525589.413204,467054,0.27,0.05,-0.05,-127.37,-82.31,66.00,-0.19,-0.75,0.06,-0.04,0.06,-0.07,102.69,77.44,23.25,-0.06,0.13,0.13,10,15
1771525589.603916,467245,0.26,0.06,-0.05,-127.25,-82.31,65.94,-0.31,-0.37,0.13,-0.05,0.13,-0.13,103.12,77.44,23.25,-0.19,0.00,-0.25,11,16
1771525589.793387,467434,0.29,0.20,-0.09,-126.44,-82.31,65.75,0.25,-1.00,-0.31,-0.12,0.08,-0.13,103.12,77.44,23.19,1.31,-1.31,0.00,12,17
1771525589.985168,467626,0.23,0.08,-0.02,-125.94,-82.31,65.87,0.44,-0.37,0.25,-0.06,0.01,-0.11,103.12,77.44,23.19,-0.19,-0.13,0.25,12,17
1771525590.175987,467817,0.25,0.02,0.00,-126.06,-82.31,65.87,-0.81,1.06,0.88,-0.05,0.04,-0.13,103.06,77.44,23.19,0.50,-0.06,0.00,12,16
1771525590.366489,468007,0.26,0.08,-0.05,-126.37,-82.25,65.75,0.06,0.00,-0.06,-0.06,0.02,-0.13,103.06,77.44,23.19,0.31,0.56,0.06,12,17
1771525590.557190,468198,0.29,0.03,-0.07,-126.37,-82.25,65.75,0.50,-1.12,-0.19,-0.09,0.01,-0.14,103.12,77.44,23.19,0.94,-0.31,0.19,13,16
1771525590.747719,468389,0.20,0.03,-0.06,-125.50,-82.37,65.75,0.31,-0.50,0.13,-0.07,0.01,-0.11,102.94,77.44,23.12,-0.25,0.00,0.06,13,17
1771525590.938720,468579,0.26,0.09,-0.07,-125.25,-82.37,65.75,-1.06,0.37,-0.13,-0.09,-0.11,-0.23,103.00,77.44,23.06,0.37,-0.44,0.69,13,17
1771525591.129017,468770,0.20,-0.02,0.00,-125.12,-82.56,66.06,-1.56,0.25,-0.13,-0.07,0.00,-0.13,102.37,77.50,23.12,0.31,1.50,-0.13,13,16
1771525591.319890,468961,0.19,0.00,-0.08,-126.25,-82.44,66.00,-0.56,0.81,-0.19,-0.04,0.07,-0.10,102.19,77.50,23.12,0.37,0.56,-0.25,13,17
1771525591.510620,469151,0.26,0.07,-0.05,-126.25,-82.37,65.87,-0.50,-0.31,0.19,-0.05,0.06,-0.15,102.31,77.50,23.06,-0.37,0.19,-0.06,13,17
1771525591.701361,469342,0.29,0.12,-0.11,-126.31,-82.37,65.81,-0.13,0.44,-0.62,-0.05,0.06,-0.13,102.31,77.50,23.06,-0.25,0.44,-0.13,13,16
1771525591.891732,469533,0.24,0.01,-0.04,-126.25,-82.44,65.94,0.75,-0.44,0.00,-0.05,0.05,-0.11,102.25,77.50,23.06,0.69,0.19,-0.31,12,15
1771525592.082616,469724,0.26,0.08,-0.04,-126.19,-82.44,65.87,0.06,0.19,0.37,-0.07,0.06,-0.13,102.19,77.50,23.06,0.25,0.37,-0.19,12,16
1771525592.273173,469914,0.26,0.06,-0.06,-126.19,-82.44,65.87,0.13,0.13,0.00,-0.06,0.04,-0.10,102.31,77.50,23.00,0.19,-0.69,0.75,12,16
1771525592.464011,470105,0.26,-0.17,0.02,-125.81,-82.50,66.06,1.62,-0.56,0.69,-0.03,0.02,-0.14,102.31,77.44,23.00,-0.31,-0.06,0.06,13,17
1771525592.654586,470296,0.34,0.07,-0.10,-126.19,-82.44,65.94,0.25,1.44,-0.31,-0.05,0.09,-0.18,102.44,77.44,23.00,0.13,-0.56,-0.19,12,16
1771525592.845174,470486,0.26,0.10,-0.06,-126.37,-82.31,65.81,0.06,-0.19,0.19,-0.05,0.08,-0.11,102.44,77.44,23.00,0.19,0.06,0.00,12,16
1771525593.035944,470677,0.26,0.08,-0.04,-126.44,-82.25,65.69,0.44,-0.19,0.13,-0.05,0.05,-0.12,102.44,77.44,23.00,0.00,0.00,0.06,12,17
1771525593.226561,470868,0.27,0.03,-0.05,-126.44,-82.19,65.69,0.31,-0.13,-0.25,-0.06,0.05,-0.11,102.37,77.44,23.00,0.00,0.31,0.00,11,16
1771525593.417293,471058,0.25,-0.01,-0.05,-126.31,-82.19,65.62,0.56,-1.50,0.25,-0.09,0.02,-0.15,102.56,77.44,22.94,0.50,-0.31,0.25,11,16
1771525593.607808,471249,0.28,0.00,-0.01,-125.87,-82.19,65.62,0.00,0.25,-0.37,-0.06,0.05,-0.17,102.62,77.44,22.94,-0.19,0.31,0.31,11,16
1771525593.797744,471439,0.26,0.03,-0.02,-126.06,-82.25,65.62,0.37,-1.37,-1.25,-0.05,0.06,-0.11,102.31,77.44,22.94,-0.56,1.81,-0.62,12,17
1771525593.989237,471630,0.29,0.10,-0.03,-125.94,-82.31,65.62,-0.44,1.06,0.37,-0.05,0.04,-0.15,102.00,77.50,22.94,0.37,0.62,-0.37,11,15
1771525594.179817,471821,0.29,0.10,-0.04,-126.06,-82.25,65.56,0.13,0.00,0.19,-0.05,0.03,-0.10,101.87,77.50,22.94,-0.13,0.50,0.06,11,16
1771525594.370565,472012,0.25,0.00,-0.01,-126.06,-82.31,65.62,0.69,-1.25,-0.25,-0.09,0.05,-0.11,102.00,77.50,22.94,0.31,0.69,0.13,11,15
1771525594.561271,472202,0.25,0.06,-0.05,-125.81,-82.31,65.62,-0.13,0.25,-0.06,-0.08,0.04,-0.15,101.87,77.50,22.87,0.00,0.19,0.31,11,15
1771525594.751968,472393,0.27,0.02,-0.01,-125.94,-82.31,65.62,-0.69,0.19,-0.44,-0.05,0.02,-0.15,101.81,77.50,22.87,0.37,0.31,0.00,11,15
1771525594.942766,472584,0.27,0.08,-0.05,-125.87,-82.31,65.62,-0.81,0.19,0.25,-0.06,0.05,-0.13,101.81,77.50,22.87,0.44,-0.13,0.00,10,14
1771525595.133746,472775,0.30,0.09,-0.10,-125.87,-82.31,65.62,-0.56,0.44,-0.50,-0.01,0.09,-0.09,101.81,77.50,22.87,-0.75,3.75,-0.81,11,15
1771525595.324133,472965,0.24,0.11,-0.04,-125.44,-82.37,65.69,-1.94,0.13,0.06,-0.07,0.08,-0.15,101.62,77.50,22.87,0.44,-1.31,0.00,11,14
1771525595.514796,473156,0.24,0.11,-0.10,-125.25,-82.37,65.62,-0.25,0.13,0.56,-0.07,0.08,-0.11,101.81,77.50,22.87,0.94,0.00,-0.13,11,14
1771525595.705458,473347,0.24,0.06,-0.06,-125.12,-82.37,65.56,1.06,-0.69,0.25,-0.07,0.02,-0.16,101.75,77.50,22.81,-0.25,-0.44,0.44,10,14
1771525595.896287,473537,0.24,0.03,-0.03,-125.00,-82.44,65.69,-0.75,0.31,0.31,-0.06,0.05,-0.19,101.69,77.50,22.81,0.25,-0.13,0.13,10,15
1771525596.087213,473728,0.28,0.08,-0.07,-125.06,-82.44,65.62,-0.06,0.13,0.06,-0.06,0.05,-0.17,101.69,77.50,22.81,0.19,-0.19,0.19,10,14
1771525596.277674,473919,0.32,0.06,-0.06,-125.00,-82.44,65.62,0.13,-0.06,-0.13,-0.06,0.04,-0.24,101.75,77.50,22.81,0.13,-1.19,0.31,10,15
1771525596.468348,474109,0.27,0.12,-0.07,-124.69,-82.44,65.62,-0.25,-0.06,0.25,-0.02,0.12,-0.12,101.81,77.50,22.81,0.88,-0.81,0.37,10,15
1771525596.658380,474299,0.24,0.06,-0.01,-124.81,-82.44,65.62,3.81,-2.69,-0.62,-0.06,0.06,-0.14,101.81,77.56,22.81,-0.44,0.50,0.06,10,15
1771525596.848978,474490,0.23,0.02,0.00,-124.87,-82.50,65.81,2.00,1.00,0.37,-0.06,0.04,-0.17,101.94,77.56,22.81,0.75,-0.19,-0.31,11,16
1771525597.040028,474681,0.27,0.13,-0.12,-125.44,-82.31,65.56,0.13,0.31,0.25,-0.02,0.09,-0.13,102.25,77.56,22.81,0.31,0.13,0.00,10,15
1771525597.230928,474872,0.29,0.00,-0.04,-125.31,-82.25,65.50,0.37,-0.19,-0.19,-0.08,0.00,-0.15,102.50,77.56,22.81,0.00,-0.69,0.37,11,16
1771525597.421584,475063,0.25,0.09,-0.04,-125.06,-82.25,65.44,-0.44,0.25,0.19,-0.06,0.02,-0.08,102.81,77.56,22.81,0.37,0.50,-0.19,11,16
1771525597.612144,475253,0.25,0.02,-0.03,-124.94,-82.19,65.37,0.69,-1.12,0.19,-0.05,0.04,-0.10,102.94,77.56,22.81,0.19,0.31,0.25,12,17
1771525597.803174,475444,0.21,0.01,0.01,-124.81,-82.19,65.37,0.31,-0.06,0.25,-0.05,0.07,-0.10,102.94,77.56,22.81,0.44,-0.25,-0.06,12,16
1771525597.993799,475635,0.34,0.18,-0.12,-124.94,-82.12,65.25,-0.94,-0.06,-1.06,-0.09,0.05,-0.17,102.69,77.56,22.81,1.19,-1.44,0.06,12,18
1771525598.184522,475826,0.27,0.11,0.00,-124.69,-82.25,65.44,-2.25,0.44,-0.56,-0.10,0.00,-0.15,102.50,77.56,22.75,-0.81,0.50,-0.37,13,17
1771525598.375214,476016,0.28,0.04,-0.03,-124.69,-82.19,65.37,-1.87,0.75,0.75,-0.02,0.04,-0.07,102.81,77.56,22.75,0.13,-0.19,-0.19,13,17
1771525598.565816,476207,0.30,0.08,-0.07,-124.56,-82.00,65.12,0.13,-0.69,-0.69,-0.04,0.06,-0.12,103.00,77.56,22.75,-0.31,0.81,0.06,13,17
1771525598.756776,476398,0.22,-0.02,0.00,-124.19,-82.06,65.25,0.94,-0.88,-0.06,-0.06,0.03,-0.11,102.94,77.56,22.81,0.44,-0.19,0.19,12,16
1771525598.947209,476589,0.25,0.01,-0.02,-124.37,-82.00,65.12,0.37,0.44,0.25,-0.05,0.03,-0.13,102.87,77.56,22.75,0.13,0.13,-0.06,14,18
1771525599.138167,476779,0.28,0.04,-0.04,-124.50,-82.00,65.12,-0.06,-0.13,-0.19,-0.03,0.01,-0.13,102.81,77.56,22.75,-0.19,-0.31,0.13,13,17
1771525599.328522,476970,0.30,0.04,-0.02,-124.06,-82.06,65.12,-1.12,-0.13,-0.06,-0.05,0.00,-0.13,103.19,77.56,22.69,0.56,0.31,0.50,12,16
1771525599.519215,477160,0.27,-0.04,-0.04,-124.31,-82.06,65.19,0.00,0.37,0.19,-0.09,0.00,-0.10,102.94,77.56,22.69,0.44,1.06,-0.19,12,15
1771525599.710227,477351,0.21,-0.03,0.00,-124.62,-82.06,65.19,0.75,-0.25,0.37,-0.04,0.05,-0.14,102.62,77.62,22.69,0.69,-0.31,-0.13,12,16
1771525599.900647,477542,0.27,0.10,-0.06,-124.87,-81.94,65.06,0.06,-0.31,-0.13,-0.05,0.02,-0.16,102.50,77.62,22.69,0.13,0.37,0.00,12,15
1771525600.091239,477733,0.21,0.04,-0.02,-124.87,-82.00,65.06,-0.06,-0.37,0.06,-0.05,0.00,-0.14,102.62,77.62,22.69,0.25,0.37,0.00,12,16
1771525600.281977,477923,0.21,0.07,-0.01,-124.56,-82.06,65.06,-0.56,-0.37,0.44,-0.07,0.03,-0.07,102.62,77.62,22.62,0.75,0.13,-0.06,12,16
1771525600.472817,478114,0.23,0.04,-0.02,-124.62,-82.00,65.06,0.69,-0.88,0.50,-0.08,0.03,-0.13,102.62,77.62,22.62,-0.19,-0.19,0.06,11,15
1771525600.663479,478305,0.25,0.00,0.01,-124.56,-82.06,65.12,-0.37,0.50,0.37,-0.07,0.04,-0.16,102.56,77.62,22.62,-0.06,-0.56,0.50,12,16
1771525600.854108,478495,0.26,-0.05,0.00,-124.75,-82.06,65.19,1.00,0.31,0.50,-0.08,0.02,-0.13,102.06,77.62,22.62,0.75,-1.00,0.37,10,15
1771525601.044742,478686,0.24,0.01,-0.05,-124.75,-82.06,65.12,0.06,0.37,0.00,-0.04,0.04,-0.10,101.87,77.62,22.62,-0.13,0.19,0.00,11,15
1771525601.235324,478877,0.29,0.03,0.00,-124.56,-82.06,65.06,-0.81,0.19,-0.13,-0.04,0.06,-0.13,102.06,77.62,22.56,-0.13,0.44,0.06,11,15
1771525601.426214,479067,0.28,0.09,-0.06,-124.50,-82.06,65.00,-0.06,-0.25,-0.62,-0.05,0.06,-0.14,102.19,77.62,22.56,-0.37,0.25,-0.06,11,16
1771525601.616744,479258,0.26,0.02,-0.01,-124.37,-82.12,65.12,0.50,-1.31,0.31,-0.04,0.04,-0.13,102.25,77.62,22.50,0.56,-0.75,0.00,11,15
1771525601.807417,479449,0.24,0.07,-0.01,-123.94,-82.12,65.06,0.37,0.69,0.19,-0.06,0.07,-0.19,102.31,77.62,22.50,0.13,-0.25,0.37,11,17
1771525601.998324,479640,0.28,0.06,-0.04,-124.12,-82.06,64.94,1.31,-0.94,-0.50,-0.04,0.04,-0.14,102.12,77.62,22.50,-0.19,0.37,-0.19,11,16
1771525602.189088,479830,0.25,0.05,-0.06,-123.94,-82.12,65.00,1.37,-1.12,-0.13,-0.11,0.06,-0.17,102.37,77.62,22.44,0.75,0.00,-0.06,11,16
1771525602.379510,480021,0.22,0.09,-0.02,-123.37,-82.12,64.94,0.25,0.75,-0.06,-0.09,0.00,-0.14,102.31,77.62,22.37,-0.31,-0.25,0.50,11,17
1771525602.570391,480212,0.27,0.05,-0.03,-124.06,-82.12,65.06,-0.31,0.19,-0.94,-0.06,0.00,-0.20,102.25,77.62,22.37,0.13,-0.06,0.13,11,16
1771525602.761097,480402,0.27,0.07,-0.02,-124.37,-82.19,65.19,-1.37,0.13,0.37,-0.07,0.03,-0.18,102.00,77.62,22.44,0.50,0.31,-0.50,11,16
1771525602.951704,480593,0.28,0.06,-0.05,-124.31,-82.19,65.12,0.06,-0.19,0.31,-0.05,0.09,-0.13,101.69,77.62,22.44,-0.25,0.62,0.00,10,15
1771525603.142555,480784,0.25,0.02,-0.04,-123.94,-82.19,65.12,-0.25,-0.88,0.25,-0.07,0.06,-0.19,101.81,77.62,22.37,0.00,-0.06,0.19,10,16
1771525603.331192,480972,0.33,0.13,-0.08,-123.69,-82.25,65.00,-0.62,0.06,-0.62,-0.06,0.09,-0.15,102.12,77.62,22.37,0.94,-2.44,0.25,10,15
1771525603.523652,481165,0.26,0.10,-0.03,-123.25,-82.31,65.12,-0.25,0.31,-0.56,-0.06,0.05,-0.13,102.19,77.69,22.44,0.00,1.06,-0.37,11,17
1771525603.714620,481356,0.25,0.12,-0.07,-124.06,-82.25,65.12,-0.37,0.25,0.37,-0.06,0.02,-0.11,102.50,77.69,22.44,0.44,0.25,0.13,11,16
1771525603.905251,481547,0.28,0.07,-0.07,-124.25,-82.25,65.12,0.50,-0.25,-0.25,-0.08,0.08,-0.10,102.69,77.69,22.44,0.31,0.06,0.13,11,16
1771525604.096113,481737,0.27,0.00,-0.04,-124.12,-82.25,65.12,0.75,-0.81,0.13,-0.07,0.02,-0.09,103.00,77.69,22.44,0.56,-0.37,0.25,11,16
1771525604.286098,481927,0.30,0.03,-0.07,-123.94,-82.25,65.06,-0.06,-0.13,-0.13,-0.10,0.00,-0.11,103.12,77.69,22.44,-0.25,-0.06,0.25,11,16
1771525604.477505,482119,0.30,0.03,-0.09,-123.94,-82.25,65.12,-0.44,-0.25,-0.44,-0.05,0.01,-0.12,103.31,77.69,22.44,0.31,-0.06,-0.06,11,17
1771525604.668280,482310,0.27,0.08,-0.07,-123.25,-82.31,65.06,-1.06,0.44,0.50,-0.07,0.01,-0.12,103.50,77.62,22.37,0.13,0.69,0.19,11,16
1771525604.858908,482500,0.27,0.04,-0.04,-122.94,-82.31,65.12,0.00,0.19,0.75,-0.07,-0.01,-0.13,103.37,77.69,22.37,0.31,0.56,-0.06,11,16
1771525605.049568,482691,0.29,0.07,-0.14,-123.12,-82.25,65.06,0.31,0.62,-0.25,-0.08,0.10,-0.13,103.62,77.62,22.37,1.06,-0.88,0.25,10,15
1771525605.239411,482881,0.22,0.09,-0.03,-122.81,-82.25,65.00,0.88,0.25,-0.25,-0.08,0.03,-0.07,103.56,77.62,22.31,0.19,0.75,0.00,11,15
1771525605.431206,483072,0.28,0.01,-0.03,-123.31,-82.25,65.12,-0.06,-0.19,-0.62,-0.07,-0.01,-0.17,103.50,77.62,22.31,0.13,0.13,0.19,11,15
1771525605.621791,483263,0.30,0.07,-0.06,-123.69,-82.25,65.12,-1.56,0.19,0.50,-0.06,0.02,-0.14,103.31,77.69,22.31,0.69,0.81,-0.69,11,16
1771525605.812271,483454,0.29,0.07,-0.07,-123.81,-82.12,65.00,0.37,0.00,-0.06,-0.07,0.00,-0.09,103.06,77.75,22.31,0.06,0.88,-0.13,12,16
1771525606.002944,483644,0.24,0.00,-0.02,-123.62,-82.12,64.94,0.00,-1.25,-0.19,-0.09,0.05,-0.10,103.25,77.69,22.31,0.19,-1.00,0.69,12,16
1771525606.191275,483833,0.17,-0.11,0.00,-123.25,-82.12,64.94,1.37,-0.50,-0.31,-0.09,0.00,-0.15,102.94,77.69,22.25,0.25,0.37,0.37,12,16
1771525606.384103,484025,0.30,0.04,-0.08,-123.44,-82.06,64.87,0.50,0.37,-0.56,-0.05,0.05,-0.16,102.56,77.75,22.25,0.56,0.00,-0.25,11,15
1771525606.574921,484216,0.28,0.11,-0.04,-123.56,-82.06,64.81,-1.06,0.19,0.69,-0.06,0.01,-0.10,102.44,77.75,22.19,0.19,0.19,-0.19,12,16
